question,answer
"Question: Retinoblastoma gene regulates-
Choices:
A. Gi - S phase
B. G2 - M phase
C. Go - S1 phase
D. S - G1 phase
Answer:",Gi - S phase
"Question: Retinoblastoma spreads to CNS through:
Choices:
A. Direct
B. Lymphatic
C. Arterial
D. Vitreous
Answer:",Direct
"Question: Retinoblastoma is associated with, which of the following tumors
Choices:
A. Osteoclastoma
B. Hepatocellular carcinoma
C. Squamous cell carcinoma
D. Osteosarcoma
Answer:",Osteosarcoma
"Question: Retinoblastoma differs from pseudoglioma by
Choices:
A. Decreasing Intraocular pressure
B. Blurring of vision
C. Enlargement of optic foramen
D. All the above
Answer:",Enlargement of optic foramen
"Question: True about Retinoblastoma –a) Leukocoria is most common presentationb) Always unilateralc) May have family historyd) Enucleation is the only treatmente) Most common age group affected is 1–2 year
Choices:
A. acd
B. bde
C. ace
D. ade
Answer:",ace
"Question: Retinoblastoma –
Choices:
A. Is inherited in 50% of cases
B. Is caused by deletion of 11q14
C. Rosettes suggest good prognosis
D. Causes death in 60% of sufferers in the UK
Answer:",Rosettes suggest good prognosis
"Question: A patient with known mutation in the 'Rb gene' is 'disease free' from Retinoblastoma. This patient is at highest risk of developing which of the following malignancies?
Choices:
A. Osteosarcoma
B. Pinealoblastoma
C. Chondrosarcoma
D. Renal cell carcinoma
Answer:",Osteosarcoma
"Question: Retinoblastoma gene is ,located on chromosome:
Choices:
A. 13
B. 14
C. 17
D. 22
Answer:",13
"Question: Feature common to carcinoma pancreas, lungs,stomach is,a) Retinoblastomab) Migratory thrombophlebitisc) Ascitesd) DIC
Choices:
A. acd
B. abd
C. abc
D. ab
Answer:",abd
"Question: Regarding Retinoblastoma all are true EXCEPT:
Choices:
A. 13q4p mutation
B. Autosomal dominant
C. 25% Bilateral
D. 40% Heritable forms
Answer:",25% Bilateral
"Question: Retinoblastoma gene is located on chromosome ?
Choices:
A. 6
B. 9
C. 13
D. 21
Answer:",13
"Question: Following are spontaneous resolution tumours except-a) Malignant melanomab) Osteogenic sarcomac) Cholangio carcinomad) Retinoblastoma
Choices:
A. a
B. c
C. bc
D. ad
Answer:",bc
"Question: The differential diagnosis of Retinoblastoma include all of the following except
Choices:
A. Persistent hyperplastic primary vitreous
B. Coats disease
C. Retinal astrocytoma
D. Retinal detachment
Answer:",Retinal detachment
"Question: Retinoblastoma gene is located on:
Choices:
A. Chromosome 5
B. Chromosome 8
C. Chromosome 13
D. Chromosome 16
Answer:",Chromosome 13
"Question: Gene involved in Retinoblastoma
Choices:
A. 12P13
B. 13P14
C. 12Q13
D. 13Q14
Answer:",13Q14
"Question: Retinoblastoma best evaluated by-
Choices:
A. Ultrasonography
B. CT SCAN
C. CT SCAN + MRI
D. MRI
Answer:",CT SCAN + MRI
"Question: Most common presentation of Retinoblastoma
Choices:
A. Strabismus
B. Leucocoria
C. Decreased vision
D. Yellowish-white retinal mass.
Answer:",Leucocoria
"Question: Pseudoglioma differs from Retinoblastoma in that pseudoglioma is associated with
Choices:
A. Decreased intraocular pressure
B. Blurring of vision
C. Enlargement of the optic foramen
D. All of the above
Answer:",Decreased intraocular pressure
"Question: Cotton wool spot is /are seen in – a) DRb) Hypertensive retinopathyc) AIDSd) Retinoblastomae) Toxaemia of pregnancy
Choices:
A. abce
B. abcd
C. acde
D. abde
Answer:",abce
"Question: Retinoblastoma is associated with which chromosome?
Choices:
A. 13
B. 11
C. 17
D. 15
Answer:",13
"Question: Distant metastasis in Retinoblastoma is commonly seen in: September 2012
Choices:
A. Long bones
B. Lungs
C. Brain
D. Liver
Answer:",Brain
"Question: Most common site of bony metastases in Retinoblastoma-
Choices:
A. Skull bones
B. Hip bones
C. Ribs
D. Veebrae
Answer:",Skull bones
"Question: Retinoblastoma gene is located on?
Choices:
A. Chromosome 6
B. Chromosome 9
C. Chromosome 13
D. Chromosome 2l
Answer:",Chromosome 13
"Question: Retinoblastoma arises from:
Choices:
A. Layer of rods and cones
B. Layer of bipolar cells
C. Ganglion cells layers
D. Any nucleated retinal layer
Answer:",Any nucleated retinal layer
"Question: Retinoblastoma can occur bilaterally in how many percentage of the cases?
Choices:
A. 10-15%
B. 15-20%
C. 20-25%
D. 25-30%
Answer:",25-30%
"Question: Retinoblastoma gene is located on chromosome -
Choices:
A. 6
B. 9
C. 13
D. 21
Answer:",13
"Question: Retinoblastoma is bilateral in
Choices:
A. 100 % of cases
B. 1 % of cases
C. 50 % of cases
D. 30 % of cases
Answer:",30 % of cases
"Question: Retinoblastoma best evaluated by -
Choices:
A. Ultrasonography
B. CT SCAN
C. CT SCAN + MRI
D. MRI
Answer:",CT SCAN + MRI
"Question: Retinopathy of Prematurity (ROP) screening is done in the following babies
Choices:
A. Preterm < 34 weeks of gestation
B. Preterm of 33 weeks of gestation who required mechanical ventilation
C. Babies with birth weight < 1.8 kg
D. Babies with birth weight < 2 kg
Answer:",Preterm of 33 weeks of gestation who required mechanical ventilation
"Question: Which grade of ROP (Retinopathy of Prematurity) shows a ridge with retinal fibrovascular proliferation and neovasularisation?
Choices:
A. ROP 1
B. ROP 2
C. ROP 3
D. ROP 4
Answer:",ROP 3
"Question: For preventing Retinopathy of Prematurity, concentration of oxygen should be: March 2007
Choices:
A. 20-30%
B. 30-40%
C. 50-60%
D. 60-70%
Answer:",50-60%
"Question: Which of the following is a minor criteria for diagnosis of Rheumatic Fever (RF) according to modified Jones criteria?
Choices:
A. ASO titre
B. Past History of Rheumatic Fever
C. Fever
D. Subcutaneous nodules
Answer:",Fever
"Question: According to American hea association & world hea federation 2015 criteria, low risk is defined as having An Acute Rheumatic Fever incidence <---------- per 100,000 school aged children per year?
Choices:
A. 1
B. 2
C. 0.1
D. 0.01
Answer:",2
"Question: The mechanism of the development of Acute Rheumatic Fever is which of the following?
Choices:
A. Cross reactivity with exogenous antigen
B. Innocent bystander effect
C. Due to toxin secretion by streptococci
D. Release of pyrogenic cytokines
Answer:",Cross reactivity with exogenous antigen
"Question: All of the following are major criteria in the diagnosis of Acute Rheumatic Fever, Except:
Choices:
A. Migratory Polyahralgia
B. Subcutaneous Nodules
C. Chorea
D. Carditis
Answer:",Migratory Polyahralgia
"Question: All of the following are major criteria inthe diagnosis of Acute Rheumatic Fever, except -
Choices:
A. Prolonged PR interval
B. Subcutaneous Nodules
C. Chorea
D. Carditis
Answer:",Prolonged PR interval
"Question: Most Common Valve Not involved in Rheumatic Fever:
Choices:
A. Mitral
B. Aoic
C. Pulmonary
D. Tricuspid
Answer:",Tricuspid
"Question: A 29-year-old man is seen in the office after returning from a hiking trip in Colorado. He complains of feeling unwell and reports symptoms of fever, myalgia, headache, and nausea. Two days ago, he noticed a rash on his wrists and ankles that has now spread to his body. He recalls having had numerous insect bites during his trip. On examination, his blood pressure is 90/60 mmHg, pulse 100/min, and respirations 20/min. There are multiple 1-5 mm macules on his body and some of them have a hemorrhagic center consistent with a petechia. His neck is supple and fundi are normal. The heart sounds are normal, lungs clear, and legs are edematous. Cranial nerve, motor, and sensory examination is normal. A clinical diagnosis of Rocky Mountain Spotted Fever (RMSF) is made and he is started on appropriate therapy. Which of the following is the most common type of central nervous system (CNS) presentation in this condition?
Choices:
A. hemiplegia
B. cranial nerve abnormalities
C. paraplegia
D. encephalitis
Answer:",encephalitis
"Question: All of the following statements are true about Congenital Rubella, EXCEPT:
Choices:
A. It is diagnosed when the infant has IgM antibodies at bih
B. It is diagnosed when IgG antibodies persist from more than 6 months
C. Most common congenital defects are deafness, cardiac malformations and cataract
D. Infection after 16 weeks of gestation results in major congenital defects
Answer:",Infection after 16 weeks of gestation results in major congenital defects
"Question: The classic triad of congenital Rubella includes all except:
Choices:
A. Cataract
B. Deafness
C. Retinal detachment
D. CHD
Answer:",Retinal detachment
"Question: Rubella is caused by
Choices:
A. Ohomyxovirus
B. Paramyxovirus
C. Toga virus
D. Arbovirus group B
Answer:",Toga virus
"Question: All of the following is/are true about Rubella in pregnancy except
Choices:
A. Diagnosed when IgM antibodies are present in the neonatal serum
B. Diagnosed when IgG antibodies persist for more than 6 months
C. Most common defects are cataracts, deafness and hea defects
D. Maternal infection after 16 weeks of gestation result in major congenital defects
Answer:",Maternal infection after 16 weeks of gestation result in major congenital defects
"Question: Rubella vaccine is given in which age-
Choices:
A. 1-14 yrs
B. <5 yrs
C. >50 yrs
D. None
Answer:",1-14 yrs
"Question: Which of the following is not true about Rubella?
Choices:
A. Caused by DNA virus of Toga family
B. There is no known carrier state for postnatally acquired rubella
C. Rubella vaccine is live attenuated with strain RA 27/3
D. Risk of transmission and severity maximum in 1st trimester of pregnancy
Answer:",Caused by DNA virus of Toga family
"Question: Rubella cataract is seen as -
Choices:
A. Posterior polar cataract
B. Nuclear cataract
C. Blue dot cataract in young
D. Cuneiform cataract
Answer:",Nuclear cataract
"Question: Rubella vaccine is given in which age -
Choices:
A. 1-14 yrs
B. < 5 yrs
C. > 50 yrs
D. None
Answer:",1-14 yrs
"Question: Rubella cataract is seen as-
Choices:
A. Posterior polar cataract
B. Nuclear cataract
C. Blue dot cataract in young
D. Cuneiform cataract
Answer:",Nuclear cataract
"Question: Rubella vaccine is given in which age ?
Choices:
A. 1-14 yrs
B. < 5 yrs
C. > 50 yrs
D. None
Answer:",1-14 yrs
"Question: Rubella specific antibodies detected after vaccination/ natural infection: March 2013
Choices:
A. IgM
B. IgG
C. IgA
D. IgE
Answer:",IgG
"Question: Which of the following cardiac lesion is least likely to occur in Congenital Rubella syndrome?
Choices:
A. ASD
B. VSD
C. PDA
D. Pulmonary Stenosis
Answer:",ASD
"Question: Dose of Rubella immunoglobulin is:
Choices:
A. 5 ml
B. 10 ml
C. 20 ml
D. 40 ml
Answer:",20 ml
"Question: NOT a feature of Classical triad of Congenital Rubella Syndrome is
Choices:
A. Cataract
B. Patent Ductus Arteriosus
C. Microcephaly
D. Deafness
Answer:",Microcephaly
"Question: Rubella vaccination is contraindicated in all except-
Choices:
A. Patient on immunosuppressant
B. Girl with Leukemia
C. Girls between 11-14 years
D. Pregnancy
Answer:",Girls between 11-14 years
"Question: Congenital Rubella syndrome may have the following clinical features, except
Choices:
A. Intrauterine growth retardation
B. Neonatal hepatitis
C. Congenital cataract
D. Hydrocephalus
Answer:",Hydrocephalus
"Question: Rubella cataract is seen as –
Choices:
A. Posterior polar cataract
B. Nuclear cataract
C. Blue dot cataract in young
D. Cuneiform cataract
Answer:",Nuclear cataract
"Question: The following age group is most severely affected by Rubella infection –
Choices:
A. Females aged 25–35 Year
B. Young girls
C. Adolescent girls
D. Unborn child
Answer:",Unborn child
"Question: Rubella virus was isolated in-
Choices:
A. 1862
B. 1912
C. 1932
D. 1962
Answer:",1962
"Question: Rubella vaccination is contraindicated in all except -
Choices:
A. A patient on immunosuppressant
B. Girl with Leukemia
C. Girls between 11-14 years
D. Pregnancy
Answer:",Girls between 11-14 years
"Question: Age group most prone to Rubella is?
Choices:
A. Infants
B. Adolescent girls
C. Pregnant females
D. Women of child bearing age
Answer:",Women of child bearing age
"Question: False about transmission of Rubella ?
Choices:
A. Droplet infection
B. Veical transmission
C. Infection in early pregnancy causes milder disease
D. Fetus affected in late pregnancy may have only deafness
Answer:",Infection in early pregnancy causes milder disease
"Question: A child suffering from Rubella, presented with rose colored lesion in Oropharynx. This is know as __________
Choices:
A. Koplik spots
B. Nagayama spots
C. Forcheimer spots
D. None of the above
Answer:",None of the above
"Question: The heart lesion not found in Congenital Rubella infection is –
Choices:
A. ASD
B. VSD
C. PDA
D. PS
Answer:",ASD
"Question: Rubella virus belongs to which family ?
Choices:
A. Picornavirus
B. Paramyxoviridae
C. Ohomyxoviridae
D. Togaviridae
Answer:",Togaviridae
"Question: Most common manifestation of congenital Rubella syndrome is
Choices:
A. Cataract
B. Chorioretinitis
C. Deafness
D. Patent ductus arteriosus
Answer:",Deafness
"Question: Congenital Rubella Syndrome has all of the following EXCEPT:
Choices:
A. Sensorineural deafness
B. Cataract
C. Cardiac Defects
D. Hydrocephalus
Answer:",Hydrocephalus
"Question: The following age group is most severely affected by Rubella infection -
Choices:
A. Females aged 25 -- 35 Year
B. Young girls
C. Adolescent girls
D. Unborn child
Answer:",Unborn child
"Question: Which of the following is NOT a complication of Congenital Rubella Syndrome (CRS)?
Choices:
A. Retinopathy
B. Spontaneous aboion
C. Cardiac abnormalities
D. Macrocephaly
Answer:",Macrocephaly
"Question: True about Congenital Rubella syndrome is
Choices:
A. It will become a chronic infection
B. Virus can be isolated only upto 6months after bih
C. Triad of CRS are cataract, cardiac defects, cerebral palsy
D. Infection is most serious after five months of pregnancy
Answer:",It will become a chronic infection
"Question: The hea lesion not found in Congenital Rubella infection is:
Choices:
A. ASD
B. VSD
C. PDA
D. PS
Answer:",ASD
"Question: Maternal Rubella, in newborn causes all Except
Choices:
A. Neural tube defects
B. CVS defects
C. Cataract
D. Deafness
Answer:",Neural tube defects
"Question: Most common cardiac defect seen in Rubella syndrome
Choices:
A. Pulmonary stenosis
B. VSD
C. ASD
D. Mitral regurgitation
Answer:",Pulmonary stenosis
"Question: A pregnant female infected with Rubella. Which of the following immunoglobulin is produced by in-utero infection?
Choices:
A. IgG
B. IgA
C. IgM
D. IgD
Answer:",IgM
"Question: Peripheral pulmonic stenosis is associated with -a) Subaortic stenosis b)  Takayasu's arteritisc) William syndromed) Coarctation of syndromee) Rubella
Choices:
A. ce
B. b
C. ac
D. ae
Answer:",ce
"Question: A 37 year old primi Rh negative patient is very concerned above her pregnancy at this age. Her pregnancy is 16 weeks and she is HIV negative, hepatitis B surface Ag neg, Rubella non immune and has no complain.Her triple test report is normal but still due to her age she insists on getting an amniocentesis done.Which of the following is the next best step in management:
Choices:
A. Advise against amniocentesis as it will increase the risk of isoimmunisation
B. Follow Rh titres carefully and give Anti D if evidence of isoimmunisation is present
C. Give Anti D at 28 weeks of pregnancy and after delivery if baby is Rh neg
D. Give Anti D prior to her amniocentesis
Answer:",Give Anti D prior to her amniocentesis
"Question: Rubella causes all except
Choices:
A. Microcephaly
B. VSD
C. PDA
D. AS
Answer:",AS
"Question: Honeycombimg of lung in C.X.R. is seen in – a) R.A.b) T.B.c) Sclerodermad) Carcinomae) Interstitial lung disease
Choices:
A. bcde
B. abce
C. acde
D. abde
Answer:",abce
"Question: Diffuse esophageal dilatation on barium swallow is seen in – a) Achlasiab) Trypanosomiasisc) Etidronate therapyd) Scleroderma
Choices:
A. ac
B. ab
C. ad
D. bc
Answer:",ab
"Question: All the following are features of Scleroderma except-
Choices:
A. Dysphagia
B. Raynand's phenomenon
C. Skin contracture
D. Clacification in all the long bones
Answer:",Clacification in all the long bones
"Question: A patient of Scleroderma presents with acute respiratory distress. Chest X-ray shows B/L reticular basilar shadows. What is the next line of investigation in this patient?
Choices:
A. Echocardiography to look for Cor pulmonale
B. High resolution CT
C. Pulmonary function test
D. Contrast enhanced CT scan
Answer:",High resolution CT
"Question: Hepatitis C virus is associated with -a) Anti LKM - I antibodyb)  Sclerodermac) Cryoglobulinemiad) Polyarteritis nodosa
Choices:
A. a
B. ac
C. ad
D. b
Answer:",ac
"Question: All the following are features of Scleroderma except
Choices:
A. Dysphagia
B. Raynaud's phenomenon
C. Skin contracture
D. Calcification in all the long bones
Answer:",Calcification in all the long bones
"Question: Scleroderma involves:
Choices:
A. Tightening of oraL mucosa and periodontal involvement
B. Multiple palmar keratosis
C. Raynaud's phenomenon
D. All of the above
Answer:",All of the above
"Question: HCV is associated with -a) Anti LKM-1 antibody b) Sclerodermac) Cryoglobulinemiad) Polyarteritis nodosa
Choices:
A. a
B. ac
C. ad
D. b
Answer:",ac
"Question: Raynaud's phenomenon is seen in -  a) Scleroderma  b) Reiter 's disease   c) Rheumatoid arthritis   d) Behcet's syndrome  e) Mixed connective tissue disease
Choices:
A. ace
B. acd
C. abc
D. cde
Answer:",ace
"Question: All of the following are features of Scleroderma are following except
Choices:
A. Diffuse periosteal reaction
B. Esophageal dysmotility
C. Erosion of tip of phalanges
D. Lung Nodular infiltrates
Answer:",Diffuse periosteal reaction
"Question: Teduglutide is a recently introduced drug for Short Bowel Syndrome- What is it?
Choices:
A. GLP- 2 analogue
B. GLP anta agonist
C. Somatostatin analogue
D. H1 blocker
Answer:",GLP- 2 analogue
"Question: The type of mutation that leads to replacement of Valine for glutamate in Sickle Cell Disease is
Choices:
A. Point mutation
B. Silent mutation
C. Nonsense mutation
D. None
Answer:",Point mutation
"Question: Drug of choice for EGFR T790M mutation of Non-Small Cell Lung Cancer is
Choices:
A. Lapatinib
B. Crizotinib
C. Alemtuzumzb
D. Osimeinib
Answer:",Osimeinib
"Question: Where was the last case of Smallpox occured?
Choices:
A. Somalia
B. Libya
C. Sudan
D. Uganda
Answer:",Somalia
"Question: Smallpox vaccine was introduced by
Choices:
A. Paul Ehrlich
B. Robe Koch
C. Louis Pasteur
D. Edward Jenner
Answer:",Edward Jenner
"Question: Smallpox vaccine was discovered by:
Choices:
A. Edward Jenner
B. Louis pasteur
C. Salk
D. Sabin
Answer:",Edward Jenner
"Question: Smallpox eradication was declared by WHO in 1980. All of the following epidemiological factors are have a role in eradication of smallpox, EXCEPT:
Choices:
A. Patients with subclinical infections did not transmit the disease
B. Vaccine was highly effective
C. Cross-immunity from other animal poxviruses
D. Life-long immunity
Answer:",Cross-immunity from other animal poxviruses
"Question: Smallpox vaccine was introduced by:
Choices:
A. Paul Ehrlich
B. Robert Koch
C. Louis Pasteur
D. Edward Jenner
Answer:",Edward Jenner
"Question: All of the following drugs are used for managing Status Epilepticus except :-
Choices:
A. Phenytoin
B. Diazepam
C. Thiopentone sodium
D. Carbamazepine
Answer:",Carbamazepine
"Question: Subacute Sclerosing Panencephalitis is a rare and dangerous complication of;
Choices:
A. Measles
B. Mumps
C. Rubella
D. Varicella
Answer:",Measles
"Question: Which of the following is false about Takotsubo Cardiomyopathy
Choices:
A. Due to major catecholamine discharge
B. Lv Contractile dysfunction
C. Presents with acute chest pain
D. Echo never reverts back to normal
Answer:",Echo never reverts back to normal
"Question: Which is not true about Tardive Dyskinesia (TD):
Choices:
A. Clozapine is useful
B. Dopaminergic super sensitivity is the cause
C. Usually seen in perioral area
D. Combining anticholinergics with antipsychotics Prevents TD
Answer:",Combining anticholinergics with antipsychotics Prevents TD
"Question: Which among the following drug is not used in the
treatment of Tetralogy of Fallot?
Choices:
A. β blocker
B. α agonists
C. Calcium channel blockers
D. Morphine
Answer:",Calcium channel blockers
"Question: Tetralogy of Fallot classically consists of the combination of ail except -
Choices:
A. Obstruction to right ventricular outflow (pulmonary' stenosis)
B. Ventricular septal defect (VSD)
C. Dextroposition of the aorta with septal over-ride
D. Left ventricular hypertrophy
Answer:",Left ventricular hypertrophy
"Question: NOT a feature of Tetralogy of Fallot among the following
Choices:
A. Cyanosis
B. Ejection Systolic Murmur
C. Pan Systolic murmur
D. Single S2
Answer:",Pan Systolic murmur
"Question: NOT seen in Tetralogy of Fallot is
Choices:
A. Pulmonary stenosis
B. Right Ventricular hypertrophy
C. Ventricular septal defect
D. Overriding of Aorta
Answer:",Pulmonary stenosis
"Question: Tetralogy of Fallot's present with one of the following –
Choices:
A. Cenral cyanosis with clubbing
B. Cardiomegaly
C. Left ventricular hypertrophy
D. Normal ECG and Chest x-ray
Answer:",Cenral cyanosis with clubbing
"Question: All of the following are true regarding Tetralogy of Fallot except -
Choices:
A. Ejection systolic murmur in second intercostal space
B. Single second hea sound
C. Predominantly left to right shunt
D. Normal jugular venous pressure
Answer:",Predominantly left to right shunt
"Question: Components of Tetralogy of Fallot is/are ?
Choices:
A. VSD
B. Lt. Ventricular hyperophy
C. Lt. Axis detion
D. All
Answer:",VSD
"Question: All of the following are true regarding Tetralogy of Fallot except
Choices:
A. Ejection systolic murmur in second intercostal space
B. Single second hea sound
C. Predominantly left to right shunt
D. Normal jugular venous pressure
Answer:",Predominantly left to right shunt
"Question: All of the following are true regarding Tetralogy of Fallot except –
Choices:
A. Ejection systolic murmur in second intercostal space
B. Single second heart sound
C. Predominantly left to right shunt
D. Normal jugular venous pressure
Answer:",Predominantly left to right shunt
"Question: Which of the following is true about Tetralogy of Fallot?
Choices:
A. Cyanosis is often present in the first few days of life
B. There is a right sided aoic arch in about 50% of cases
C. The murmur becomes so er during a cyano c spell as flow through the pulmonary valve is increased
D. There is an association with DiGeorge syndrome
Answer:",There is an association with DiGeorge syndrome
"Question: All of the following are components/features of Tetralogy of Fallot, EXCEPT
Choices:
A. RV outlet obstruction
B. Left ventricular hypertrophy
C. Aorta over riding VSD
D. Malaligned VSD
Answer:",Left ventricular hypertrophy
"Question: Tetralogy of Fallot's present with one of the following?
Choices:
A. Cenral cyanosis with clubbing
B. Cardiomegaly
C. Left ventricular hyperophy
D. Normal ECG and Chest x-ray
Answer:",Cenral cyanosis with clubbing
"Question: A 4-month-old infant with Tetralogy of Fallot presents with fever and loose stools. Which of the following is compatible with the diagnosis of Tetralogy spells?
Choices:
A. O2 saturation < 70% in room air
B. Inability to hear a murmur
C. Hepatomegaly
D. S3 gallop rhythm
Answer:",Inability to hear a murmur
"Question: True about 'Tetralogy of Fallot' (TOF) are all of the following EXCEPT?
Choices:
A. It is the most common congenital cyanotic hea disease in children
B. Severity of disease depends on the severity of pulmonary stenosis
C. Atrial septal defect is one of the components of TOF
D. Boot shaped hea is seen on chest X ray
Answer:",Atrial septal defect is one of the components of TOF
"Question: Tetralogy of Fallot's present with one of the following:
Choices:
A. Cenral cyanosis with clubbing
B. Cardiomegaly
C. Left ventricular hypertrophy
D. Normal ECG and Chest x-ray
Answer:",Cenral cyanosis with clubbing
"Question: A6 month old child with Tetralogy of Fallot develops cyanotic spell initiated by crying. Which one of the following drugs you would like to avoid –
Choices:
A. Sodium bicarbonate
B. Propranolol
C. Phenylephrine
D. Isoprenaline
Answer:",Isoprenaline
"Question: All are true regarding Thrombotic Thrombocytopenic Purpura except:
Choices:
A. Normal ADAMTS levels
B. Microangiopathic hemolytic anemia
C. Thrombocytopenia
D. Thrombosis
Answer:",Normal ADAMTS levels
"Question: Which of the following characteristics of Disseminated Intravascular Coagulation (DIC) makes it distinguished from Thrombotic Thrombocytopenic Purpura (TTP)?
Choices:
A. Brisk Reticulocytosis
B. The Number of Schistocytes
C. Reduction of Coagulation Factor
D. Significant Thrombocytopenia
Answer:",Reduction of Coagulation Factor
"Question: All of the following are used in the treatment of Thrombotic Thrombocytopenic Purpura, Except.
Choices:
A. Plasmapharesis
B. Coicosteroids
C. Immunotherapy
D. Heparin
Answer:",Heparin
"Question: Killing of Thyroid Cancer cells By I-131 is mainly by
Choices:
A. Alpha Rays
B. X rays
C. Beta Rays
D. Gamma Rays
Answer:",Beta Rays
"Question: The following vaccine, if contaminated can cause Toxic Shock Syndrome (TSS) -
Choices:
A. Measles vaccine
B. DPT
C. Hepatitis B
D. Typhoral
Answer:",Measles vaccine
"Question: Toxic Shock Syndrome is most commonly caused by: March 2005
Choices:
A. Sterptococcus pneumoniae
B. Staphylococcus aureus
C. Vibrio cholerae
D. Clostridium tetani
Answer:",Staphylococcus aureus
"Question: Which of the following vaccine is associated with Toxic Shock Syndrome?
Choices:
A. Infected BCG vaccine
B. Infected DPT vaccine
C. Infected Polio vaccine
D. Infected Measles vaccine
Answer:",Infected Measles vaccine
"Question: Streptococcal Toxic Shock Syndrome is due to
Choices:
A. Erythrogenic toxin
B. Enterotoxin F
C. Enteoxin C
D. None
Answer:",Erythrogenic toxin
"Question: TSS (Toxic Shock Syndrome) is caused mainly by:
Choices:
A. Streptococci
B. Staphylococci
C. Pneumococci
D. Pseudomonas
Answer:",Staphylococci
"Question: Treacher Collins Syndrome is
Choices:
A. Maxiaofacial Dysostosis
B. MandibuLofacial Dysostosis
C. Maxillomandibutofacial Dysostosis
D. Condylar Dysostosis
Answer:",MandibuLofacial Dysostosis
"Question: All of the following statements about Trigeminal Neuralgia are true Except:
Choices:
A. Most commonly involves Ophthalmic Division (V3) of Maxillary Nerve
B. Attacks most commonly occur during the day
C. Affects women more than men
D. More common on the Right Side
Answer:",Most commonly involves Ophthalmic Division (V3) of Maxillary Nerve
"Question: Trisomy 18 is known as -
Choices:
A. Edward Syndrome
B. Patau sundrome
C. Cat eye syndrome
D. Down's syndrome
Answer:",Edward Syndrome
"Question: The eponymus Trisomy 18 is
Choices:
A. Cri du chat syndrome
B. Patau's syndrome
C. Down's syndrome
D. Edward's syndrome
Answer:",Edward's syndrome
"Question: Most common pa of larynx involved in Tuberculosis is
Choices:
A. Anterior
B. Posterior
C. Middle
D. Anywhere
Answer:",Posterior
"Question: Steroids are useful in treating Tuberculosis patient with-
Choices:
A. Endobronchial tuberculosis
B. Tuberculous osteomyelitis
C. Lymphadenitis
D. Pneumonia
Answer:",Lymphadenitis
"Question: A 30 year old male patient was on Isoniazid therapy for Tuberculosis.He developed rashes on exposed pas of body.He has disoriented memory. Family members gives history of diarrhea also.What is the diagnosis?
Choices:
A. Isoniazid neuropathy
B. Tuberculosis skin lesions
C. Niacin deficiency
D. Some other drugs has caused this
Answer:",Niacin deficiency
"Question: Which is the commonest ocular manifestation of Tuberculosis?
Choices:
A. Phlyctenular conjunctivitis
B. Choroiditis
C. Eales' disease
D. Acute Retinal necrosis
Answer:",Choroiditis
"Question: Which of the following is not a feature of Tuberculosis of the spine:
Choices:
A. Back pain earliest symptom
B. Stiffness of back
C. Exaggerated lumbar lordosis
D. Cold abscess
Answer:",Exaggerated lumbar lordosis
"Question: Tuberculosis of skin is called as – a) Lupus vulgarisb) Lupus pernioc) Lupus profundusd) Scrofuloderma
Choices:
A. b
B. c
C. ad
D. ab
Answer:",ad
"Question: All of the following statements about Miliary Tuberculosis are true Except -
Choices:
A. May occur following primar in fection
B. May occur follwoing secondary reactivation
C. Sputum microscopy is usually negative
D. Montoux is always positive
Answer:",Montoux is always positive
"Question: All of the following statements about Miliary Tuberculosis are true Except:
Choices:
A. May occur following primary infection
B. May occur following secondary reactivation
C. Sputum microscopy is usually negative
D. Montoux is always positive
Answer:",Montoux is always positive
"Question: What is cutaneous Tuberculosis secondary to underlying tissue lymph node called
Choices:
A. Scrofuloderma
B. Lupus vulgaris
C. Spina ventosa
D. None of the above
Answer:",Scrofuloderma
"Question: Management of a newborn when Mother has active Tuberculosis & is taking ATT –
Choices:
A. BCG + Rifampicin + INH + Breast Feeding
B. BCG + Isolation of baby
C. BCG + INH for 6 week + Breast Feeding
D. BCG – F 1NH + with hold Breast Feeding
Answer:",BCG + INH for 6 week + Breast Feeding
"Question: Tuberculosis of spine best diagnostic modality is:
Choices:
A. Clinical
B. X-ray
C. MRI
D. CT guided biopsy
Answer:",CT guided biopsy
"Question: McKneown’s Theory states that reduced prevalence of Tuberculosis occurs due to
Choices:
A. Enhanced knowledge and awareness
B. Medical advancements
C. Behavioural modification
D. Social and environmental factors
Answer:",Enhanced knowledge and awareness
"Question: Tuberculosis verrucosa cutis is a form of:-
Choices:
A. Tuberculid
B. Primary tuberculosis
C. Post primary tuberculosis with good resistance
D. Post primary tuberculosis with poor resistance
Answer:",Post primary tuberculosis with good resistance
"Question: The type of necrosis seen in Tuberculosis:
Choices:
A. Gummatous
B. Coagulative
C. Caseation
D. Liquefactive
Answer:",Caseation
"Question: Resistance to drugs in Tuberculosis develops by -
Choices:
A. Transduction
B. Conjugution
C. Transformation
D. Mutation
Answer:",Mutation
"Question: Mycobacterium causing lung infection are   a) Mycobacterium Tuberculosis   b) Mycobacterium Kansasii  c) Mycobacterium Fortuitum  d) Mycobacterium avium intracellularae  e) Mycobacterium Scrofuloceuml
Choices:
A. abd
B. abc
C. acd
D. bcd
Answer:",abd
"Question: The most common cause of paraplegia of early onset of Tuberculosis of spine is:
Choices:
A. Spinal artery thrombosis
B. Sudden collapse of vertebra
C. Sequestrum pressing on cord
D. Cold abscess pressing on the cord
Answer:",Cold abscess pressing on the cord
